study_id,series_id,series_description,x_scale,y_scale,mean,std
74782131,2762032004,Sagittal T1,3.392857142857143,2.857142857142857,149.718061120508,211.9952376496321
74782131,3401861580,Axial T2,2.7142857142857144,2.7142857142857144,157.1993155521137,213.70666616249514
75336136,779328287,Sagittal T2/STIR,2.857142857142857,2.857142857142857,73.42346704306723,92.48854451306863
75336136,1335435066,Sagittal T1,1.7142857142857142,1.7142857142857142,115.07224835246599,127.64590224919493
75336136,3843947211,Axial T2,1.4285714285714286,1.4285714285714286,104.2178648548414,119.56956990361604
76438935,2212277614,Axial T2,2.2857142857142856,2.2857142857142856,303.2618165874304,231.5394427073357
76438935,3320474714,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,272.3035514987245,287.4307295728957
76438935,3960750582,Sagittal T1,2.2857142857142856,2.2857142857142856,289.61783469555587,302.0539740085762
82066307,716781115,Axial T2,1.4285714285714286,1.4285714285714286,240.27713863865858,199.7669969909602
82066307,2003554076,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,160.21844108737244,150.1339041808993
82066307,3966938697,Sagittal T1,1.7142857142857142,1.7142857142857142,164.72560586734693,182.0624244520037
85480902,272934052,Axial T2,1.4285714285714286,1.4285714285714286,103.16287017524401,123.44534407155882
85480902,902386811,Sagittal T1,1.7142857142857142,1.7142857142857142,81.41081659226191,121.7736163091799
85480902,1770203080,Axial T2,1.4285714285714286,1.4285714285714286,98.17017749694986,110.80199965950425
85480902,3748857198,Sagittal T2/STIR,2.857142857142857,2.857142857142857,68.98034252763605,102.30634377144862
86250890,300671486,Sagittal T1,3.392857142857143,2.857142857142857,172.41054926658163,190.90794213457607
86250890,1512847824,Sagittal T2/STIR,2.0357142857142856,1.7142857142857142,139.49802774234695,160.6403969262335
86250890,1607180289,Axial T2,1.4285714285714286,1.4285714285714286,121.8230909018437,129.0425550205353
87937369,234828727,Sagittal T1,2.2857142857142856,2.2857142857142856,539.1770284388426,473.67581699223047
87937369,702915520,Axial T2,2.2857142857142856,2.2857142857142856,435.65708705357144,304.3473055740972
87937369,2405188639,Axial T2,2.2857142857142856,2.2857142857142856,432.18040283914905,324.39289391022925
87937369,4096023265,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,332.08599309378354,311.9379752798203
88465004,2838498199,Axial T2,2.857142857142857,2.857142857142857,192.9186790497449,154.65757877884099
88465004,3579504941,Sagittal T1,1.4285714285714286,1.4285714285714286,191.6207538353883,215.85033461472008
88465004,4105999208,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,176.93297260310374,199.4757755717496
89637298,666691702,Sagittal T1,2.2857142857142856,2.2857142857142856,116.92912392821712,192.50289913535786
89637298,2188742243,Axial T2,2.857142857142857,2.857142857142857,141.1943861057354,151.7231808158229
89637298,2396960759,Sagittal T2/STIR,2.25,2.0,69.78657680520125,82.14702185855494
90711686,750049445,Sagittal T1,3.25,2.7142857142857144,1607.3961289593963,1969.6243189631855
90711686,1614973506,Axial T2,3.2857142857142856,3.142857142857143,1760.8460578762756,1804.9063356670163
90711686,1968835546,Sagittal T2/STIR,4.107142857142857,3.4285714285714284,1423.9653187446854,1769.2700490269538
92407737,266051971,Sagittal T1,1.7142857142857142,1.7142857142857142,137.57562712585033,160.5619198515971
92407737,2146003039,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,31.864819834183674,43.9508432111072
92407737,3171012716,Axial T2,2.857142857142857,2.857142857142857,157.39530489042207,169.76995740748637
92565488,1063025652,Sagittal T1,2.2857142857142856,2.2857142857142856,125.53225977891157,196.88013408005983
92565488,1212091506,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,23.930408960459182,37.308969283915054
92565488,1955152875,Axial T2,1.7142857142857142,1.7142857142857142,188.54685680318323,228.28785586757206
96439573,296385739,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,199.24167666655478,207.0523787007798
96439573,557434766,Sagittal T1,2.2857142857142856,2.2857142857142856,319.37926813406284,315.56976807788936
96439573,1359869694,Axial T2,2.2857142857142856,2.2857142857142856,275.9474298296085,257.1026271441484
97086905,2413491771,Axial T2,2.2857142857142856,2.2857142857142856,190.94044563137754,155.8568161961734
97086905,2734164627,Sagittal T1,2.2857142857142856,2.2857142857142856,186.61480303616983,207.30429258153802
97086905,3554969526,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,127.80308457088192,148.04072143192042
97634230,1763367570,Axial T2,1.6071428571428572,1.7142857142857142,117.06579455700549,147.37481249155357
97634230,3235809257,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,26.546575003356605,37.01267037791281
97634230,3354355391,Sagittal T1,1.7142857142857142,1.7142857142857142,99.70537287694683,128.49167633509055
100206310,1012284084,Axial T2,1.4285714285714286,1.4285714285714286,213.79712279443027,210.6723237260219
100206310,1792451510,Sagittal T2/STIR,2.0625,2.0,66.11936317495748,66.99327863640342
100206310,2092806862,Sagittal T1,2.2857142857142856,2.2857142857142856,118.44811596513605,198.85004464778027
105895264,1073066831,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,146.66636107568027,191.85584047234974
105895264,1796707037,Axial T2,1.4285714285714286,1.4285714285714286,262.87193000637757,266.8330105607144
105895264,1873322271,Axial T2,1.1428571428571428,1.1428571428571428,293.14886957908163,292.5830542595137
105895264,3528018752,Sagittal T1,1.7142857142857142,1.7142857142857142,171.12160812985908,212.30577350990373
106310815,2365055639,Sagittal T1,2.0,2.0,246.89099227860788,295.46305574853983
106310815,2473102710,Sagittal T2/STIR,2.5714285714285716,2.5714285714285716,169.04914890063168,220.85835725242143
106310815,3073372931,Axial T2,2.0,2.0,234.16879085618623,291.1563726910424
107698245,775826550,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,26.960920227465987,31.324764720813487
107698245,1569834499,Axial T2,1.7142857142857142,1.7142857142857142,248.89188824568288,271.0118155704032
107698245,2063106893,Sagittal T1,2.0,2.0,228.33308487457484,288.96160701308565
107935613,729255173,Axial T2,1.7142857142857142,1.7142857142857142,134.52650035511363,163.01130669142424
107935613,1330632676,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,25.824283854166666,34.33495093506351
107935613,2724788286,Sagittal T1,1.7142857142857142,1.7142857142857142,97.57822597789115,140.12209821442713
108348787,712395787,Sagittal T2/STIR,2.0357142857142856,1.7142857142857142,112.83009718833185,145.88037924468676
108348787,1437737002,Axial T2,1.4285714285714286,1.4285714285714286,102.3156430106765,114.23688430427991
108348787,1964356067,Sagittal T1,3.392857142857143,2.857142857142857,137.34576724711624,165.90940373840115
108348787,4180184128,Axial T2,1.4285714285714286,1.4285714285714286,143.41117745535715,168.3515388766151
109454808,294363523,Axial T2,2.7142857142857144,2.7142857142857144,217.8871412627551,232.3792609036131
109454808,2149359622,Axial T2,2.857142857142857,2.857142857142857,170.8292855303179,190.92812663304892
109454808,2759921780,Sagittal T1,3.392857142857143,2.857142857142857,204.76966729286823,241.11283803883168
109454808,2980968884,Sagittal T2/STIR,3.732142857142857,3.142857142857143,175.17119998474934,214.4845308199073
109454808,3763123999,Axial T2,2.857142857142857,2.857142857142857,203.85053453947367,220.12619456141232
109677683,107963340,Axial T2,2.857142857142857,2.857142857142857,155.59641906642466,185.5459477964342
109677683,710656432,Axial T2,2.7142857142857144,2.7142857142857144,169.81100047831632,206.7715661117346
109677683,714837857,Sagittal T2/STIR,3.732142857142857,3.142857142857143,157.5801474049441,208.41462769489553
109677683,1241324984,Sagittal T1,3.392857142857143,2.857142857142857,185.08523046495384,232.01846552561705
110271740,688365235,Sagittal T1,2.2857142857142856,2.2857142857142856,309.18872568558675,221.9025917706914
110271740,1709508308,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,182.15409259406889,146.13700244711205
110271740,2337037187,Axial T2,2.2857142857142856,2.2857142857142856,240.4651916164193,153.55920747028583
111701877,1765709605,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,29.934914434523808,41.32116226516379
111701877,1790066392,Sagittal T1,1.7142857142857142,1.7142857142857142,140.30526945153062,164.08691097913132
111701877,1920224774,Axial T2,2.857142857142857,2.857142857142857,140.18640385841837,168.27016421740015
112166434,566852271,Axial T2,1.1428571428571428,1.1428571428571428,129.49186197916666,140.39691516816347
112166434,626858322,Sagittal T1,1.4285714285714286,1.4285714285714286,124.48748991784214,137.2376180566598
112166434,2665773591,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,87.79217741784214,120.20200655622651
113121178,560663154,Axial T2,1.4285714285714286,1.4285714285714286,115.70651592110059,133.4071162515112
113121178,577886028,Sagittal T2/STIR,2.0357142857142856,1.7142857142857142,128.17240361546405,165.94669065378244
113121178,1716134218,Sagittal T1,3.392857142857143,2.857142857142857,157.5660883214893,190.66380758443472
113121178,2624376155,Axial T2,1.4285714285714286,1.4285714285714286,142.6172161989796,164.34653832071734
113758629,2079378095,Axial T2,2.5714285714285716,2.5714285714285716,102.54702427846138,124.47331386276575
113758629,2106961807,Sagittal T1,2.4107142857142856,1.7142857142857142,244.2259027171724,238.84607377377117
113758629,2635875824,Sagittal T2/STIR,2.625,1.8571428571428572,57.90591329048067,90.28389326051396
114899184,1364910156,Axial T2,2.7142857142857144,2.7142857142857144,149.23342075892856,166.62821436403638
114899184,1409087674,Sagittal T1,3.392857142857143,2.857142857142857,185.66903072612973,212.0292775075161
114899184,3820695137,Sagittal T2/STIR,3.732142857142857,3.142857142857143,157.3431606459548,192.826238908757
115990621,1678668192,Axial T2,1.1428571428571428,1.1428571428571428,188.74226456207484,244.94509482016966
115990621,3576611716,Sagittal T1,2.2857142857142856,2.2857142857142856,266.3157380139556,331.1074892925355
115990621,3935744907,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,156.74609375,207.8510667243891
117720278,290800562,Axial T2,1.4285714285714286,1.4285714285714286,139.80322092321984,144.41637051288342
117720278,2514759683,Sagittal T2/STIR,2.0,2.0,75.31018913424745,82.43294624124832
117720278,4077718798,Sagittal T1,2.2857142857142856,2.2857142857142856,91.24653718909438,144.21275584278447
123154253,1275242196,Axial T2,1.4285714285714286,1.4285714285714286,141.16411672772307,156.34187666067263
123154253,2257413721,Sagittal T1,2.2857142857142856,2.2857142857142856,108.13743921396684,166.10375556313122
123154253,4271884581,Sagittal T2/STIR,2.0,2.0,73.21734594228316,68.01539857282138
128125626,1524869432,Axial T2,1.4285714285714286,1.4285714285714286,89.20638387359254,113.91742040774677
128125626,2441473456,Sagittal T1,1.4285714285714286,1.4285714285714286,78.13131232606679,88.73741023173078
128125626,3622702637,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,70.65532597982374,86.8271555775548
135073898,1169041427,Axial T2,1.1428571428571428,1.1428571428571428,99.94631397480867,152.840986578202
135073898,4223079384,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,69.12573154261705,95.27130093250203
135073898,4230707886,Sagittal T1,1.4285714285714286,1.4285714285714286,106.77014321353542,172.62540618876497
140799588,2856626717,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,117.30479711415816,144.4554456075581
140799588,3320497433,Axial T2,2.2857142857142856,2.2857142857142856,221.075076257888,175.75188106199232
140799588,3885989652,Sagittal T1,2.2857142857142856,2.2857142857142856,198.7121665072279,234.99986694403916
142991438,56615998,Axial T2,1.4285714285714286,1.4285714285714286,97.83879786629326,113.09043217118673
142991438,3468872412,Sagittal T1,1.7142857142857142,1.7142857142857142,88.12612138605442,117.9324947614074
142991438,3492102863,Sagittal T2/STIR,2.857142857142857,2.857142857142857,80.02520727040816,101.1920160756935
144244752,155060453,Sagittal T1,2.857142857142857,2.5714285714285716,218.6301156770274,199.04649978663755
144244752,1370876344,Axial T2,2.142857142857143,2.142857142857143,88.84209582270408,93.76467025154243
144244752,3076432418,Sagittal T2/STIR,3.1785714285714284,2.857142857142857,82.95855955457841,86.9806080377412
145324113,2649860775,Sagittal T1,2.2857142857142856,2.2857142857142856,143.10011869331066,220.65296480985558
145324113,3203860945,Sagittal T2/STIR,2.0,2.0,70.21627094848355,69.97632598984501
145324113,3485061318,Axial T2,1.4285714285714286,1.4285714285714286,275.6381385143343,250.3989196887459
150368852,2793891073,Sagittal T1,2.2857142857142856,2.2857142857142856,133.8333554776077,209.5948721056302
150368852,2881422190,Axial T2,1.4285714285714286,1.4285714285714286,275.75497737326316,249.86083090625434
150368852,3359692331,Sagittal T2/STIR,2.0,2.0,75.81396927260488,78.51330710621275
153831832,3619902,Sagittal T1,2.2857142857142856,2.2857142857142856,102.68488801770708,151.56573006050746
153831832,1455727141,Axial T2,0.9107142857142857,1.1428571428571428,168.68239955357143,216.83731997228375
153831832,2054214528,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,103.43503925007504,147.47786424885527
155064828,1080671136,Axial T2,1.4285714285714286,1.4285714285714286,254.49929547991073,273.66126351399106
155064828,2529511767,Sagittal T1,2.2857142857142856,2.2857142857142856,143.93445516227325,242.5210355681546
155064828,2925163235,Sagittal T2/STIR,2.0625,2.0,80.76327327806122,94.1123776752897
158640056,1910037242,Sagittal T1,2.2857142857142856,2.2857142857142856,150.94745163690476,214.28403587319775
158640056,2018937652,Axial T2,2.857142857142857,2.857142857142857,192.10978024022108,187.2273718705323
158640056,2283682744,Sagittal T2/STIR,2.0,2.0,57.34706499787415,61.31821644791982
159099003,195504524,Sagittal T1,2.2857142857142856,2.2857142857142856,105.50658238555839,181.684267022561
159099003,233087057,Sagittal T2/STIR,2.0,2.0,73.79966517857143,76.67696329546348
159099003,2790625391,Axial T2,2.857142857142857,2.857142857142857,141.1871115997271,161.9964520448817
159721286,107069089,Axial T2,2.2857142857142856,2.2857142857142856,153.28820418792517,108.45512733423446
159721286,1040667739,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,106.22017431972789,103.27748162175128
159721286,4204680939,Sagittal T1,2.2857142857142856,2.2857142857142856,136.11362404336734,142.88186446762035
165018059,407148354,Axial T2,1.7142857142857142,1.7142857142857142,180.08512914540816,192.15906594330139
165018059,3900821003,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,22.03074245323129,29.704261708361216
165018059,4070586967,Sagittal T1,1.7142857142857142,1.7142857142857142,131.40380128613947,194.03304395029465
166255118,1665536927,Axial T2,2.857142857142857,2.857142857142857,133.36137070240028,153.84246124625767
166255118,1714612093,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,25.827188297193878,31.892463147310263
166255118,2949449967,Sagittal T1,1.7142857142857142,1.7142857142857142,149.88168939450782,175.46571293297768
168470924,969764936,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,91.59143101995262,107.87313329955298
168470924,2270579215,Sagittal T1,2.2857142857142856,2.2857142857142856,374.9541585049198,544.2788694646558
168470924,2426018610,Axial T2,2.2857142857142856,2.2857142857142856,299.79424077248086,332.2026451169327
168833126,1265210202,Sagittal T1,1.7142857142857142,1.7142857142857142,119.51061862244897,176.0055407089406
168833126,3869036606,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,30.543389934098638,40.789543622207965
168833126,4091299109,Axial T2,1.7142857142857142,1.7142857142857142,159.28025427418564,198.83826230447974
169651375,1334759429,Axial T2,1.4285714285714286,1.4285714285714286,111.47808973283607,115.28769090452238
169651375,2625052739,Sagittal T2/STIR,2.0,2.0,95.8483988990333,122.39768290178952
169651375,4020668242,Axial T2,1.4285714285714286,1.4285714285714286,103.50445153061224,110.36952967043788
169651375,4203535313,Sagittal T1,1.1428571428571428,1.1428571428571428,88.16625373422396,115.85462857404696
176605889,562357601,Sagittal T1,1.4285714285714286,1.4285714285714286,265.89792561761544,266.41249605622374
176605889,2128384250,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,203.27874932867883,209.70085872058442
176605889,3051060715,Axial T2,1.4285714285714286,1.4285714285714286,204.52425734143088,190.62008436423082
177339056,2353921256,Axial T2,2.857142857142857,2.857142857142857,119.51224236143321,123.27440138457756
177339056,3723543647,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,28.066636107568026,37.68604545665485
177339056,3869214210,Sagittal T1,1.7142857142857142,1.7142857142857142,136.03733923256803,154.99250572344118
178041181,530141745,Axial T2,2.7142857142857144,2.7142857142857144,161.03641422193877,183.20575286597335
178041181,1778659905,Axial T2,2.857142857142857,2.857142857142857,150.1276460704474,165.1254134091631
178041181,2197800987,Axial T2,2.7142857142857144,2.7142857142857144,190.19183514030613,212.41153569613797
178041181,2495441739,Sagittal T2/STIR,3.732142857142857,3.142857142857143,177.88463727678572,213.8302589631182
178041181,3904103024,Sagittal T1,3.392857142857143,2.857142857142857,201.5773724489796,235.88284790146068
178651310,605323652,Axial T2,1.1428571428571428,1.1428571428571428,256.8411101256909,233.1900165265208
178651310,2463295410,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,160.6251472594246,200.58132919030635
178651310,3463008997,Sagittal T1,3.4285714285714284,3.4285714285714284,227.23190369897958,284.99692677040736
180341550,1513094794,Sagittal T1,1.4285714285714286,1.4285714285714286,115.97643243152524,134.73954592555663
180341550,2035019453,Axial T2,1.4285714285714286,1.4285714285714286,127.3092265226403,137.44055343749463
180341550,2958238677,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,116.37542272254296,134.39232586397296
181779472,1708812115,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,37.11271258503401,57.34423593565524
181779472,1749277867,Axial T2,2.857142857142857,2.857142857142857,124.9002857766748,155.28283649577094
181779472,2269463694,Sagittal T1,1.7142857142857142,1.7142857142857142,113.44672751913265,153.76258210833305
182843007,780324614,Axial T2,2.857142857142857,2.857142857142857,120.97994104231367,149.5163528612068
182843007,1201684178,Sagittal T1,1.7142857142857142,1.7142857142857142,114.39672619047619,156.71212793053112
182843007,2327702233,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,34.44714870323129,53.61785269831006
183230492,272939689,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,374.0569027791405,393.9540164728832
183230492,1209170805,Axial T2,2.2857142857142856,2.2857142857142856,762.5722118144133,526.1298398187606
